bvp_mean,bvp_std,temp_mean,temp_std,acc_mag_mean,acc_mag_std,emotion
-0.1131,49.766,32.77,0.0126,64.0573,0.371,Hasya
-0.054,2.9604,29.986,0.008,62.7747,0.4178,Hasya
0.3272,8.6752,30.474,0.008,62.4061,0.2763,Shanta
1.5107,26.7568,31.146,0.015,63.071,0.1267,Shanta
1.4648,55.6663,34.454,0.015,63.4447,0.0211,Hasya
-0.243,35.9268,32.446,0.008,64.6942,1.8975,Bhayanaka
-0.2102,26.3798,31.864,0.0092,63.1338,1.2301,Shanta
0.1382,7.7245,29.538,0.0098,63.0924,0.407,Shanta
0.1534,30.6874,33.672,0.0098,62.8844,0.2913,Shanta
-0.1215,26.1931,32.6725,0.0209,65.0837,6.7987,Bhayanaka
-1.0088,37.7021,33.73,0.0179,62.9825,0.399,Bhayanaka
3.4444,37.882,32.239,0.0099,65.5251,0.7871,Bhayanaka
0.0203,4.2942,29.91,0.0126,62.8411,0.3422,Hasya
0.2292,5.0436,31.306,0.015,62.9225,0.1763,Shanta
1.2792,124.3452,34.47,0.0126,63.3908,0.717,Hasya
-0.0514,6.9319,32.895,0.014,65.0402,0.3611,Hasya
3.2205,46.1534,34.046,0.008,62.8509,1.6463,Bhayanaka
1.6848,58.4476,31.468,0.006,64.1163,7.3941,Shanta
-1.8986,85.4619,33.842,0.0147,63.9006,12.1438,Bhayanaka
0.1894,4.708,33.13,0.0,62.7569,0.0961,Hasya
2.0699,72.6176,32.438,0.016,64.3911,0.7023,Bhayanaka
-0.2339,35.7313,34.79,0.0,63.201,0.3631,Shanta
-0.9538,17.5116,30.866,0.008,62.998,0.2198,Shanta
1.6647,14.3328,32.353,0.0173,62.7273,0.4663,Hasya
0.4066,28.9672,34.902,0.0098,63.053,0.2047,Hasya
0.0212,2.8395,32.184,0.0224,64.5227,0.377,Bhayanaka
-0.2207,14.11,34.102,0.0098,62.9907,0.1586,Hasya
-0.1869,6.6319,30.96,0.01,64.3731,0.4136,Hasya
-1.2312,23.9222,31.89,0.0126,63.1495,0.341,Shanta
0.4747,37.4251,32.184,0.0224,64.518,1.6432,Bhayanaka
0.0427,20.7023,32.478,0.0098,64.5998,0.4366,Bhayanaka
0.0531,40.5567,32.782,0.0098,64.5459,0.4214,Hasya
0.03,3.6312,29.954,0.008,62.8178,0.2997,Hasya
-0.96,31.7026,33.208,0.016,62.954,0.5505,Bhayanaka
-0.6184,11.0492,32.114,0.008,63.842,0.5529,Bhayanaka
-0.2322,5.6882,33.0115,0.0171,65.0113,0.7559,Hasya
0.0789,11.734,33.325,0.0116,63.0929,0.3456,Bhayanaka
-0.0754,6.157,30.134,0.015,62.3481,0.3204,Hasya
-1.0932,24.395,29.871,0.0134,63.1262,0.4541,Shanta
0.0727,7.0366,34.0105,0.0143,64.0248,0.15,Shanta
0.0031,21.5727,34.744,0.0092,64.2197,0.1973,Shanta
0.7129,32.6702,31.794,0.015,64.8829,8.8918,Hasya
-1.3767,156.7951,33.836,0.018,62.4291,0.6216,Bhayanaka
-0.8594,92.8054,32.97,0.0089,63.0012,2.0021,Bhayanaka
0.0247,53.8778,35.0015,0.0149,63.028,0.1352,Hasya
0.5849,87.8561,33.8355,0.005,62.9477,0.4983,Bhayanaka
-0.0391,12.8585,34.344,0.0136,63.2788,0.0784,Hasya
-0.1576,10.6013,33.368,0.016,64.8686,0.2515,Shanta
-0.0964,11.8324,33.082,0.0098,64.1483,0.7666,Bhayanaka
-0.0755,14.1441,34.026,0.0143,63.0409,0.4363,Shanta
-0.1544,8.9712,33.34,0.0,62.7426,0.4725,Bhayanaka
0.0963,5.1463,30.786,0.008,64.336,0.1377,Shanta
-0.0802,34.4513,30.17,0.0179,62.8205,0.7307,Bhayanaka
2.9944,115.8107,34.995,0.005,62.5825,0.6458,Hasya
0.3419,13.2642,32.404,0.0143,64.3427,0.2601,Shanta
-0.062,3.068,32.14,0.01,64.6044,0.4902,Bhayanaka
1.1607,178.561,33.745,0.0087,62.5645,0.5594,Bhayanaka
0.6437,49.2751,32.87,0.0,62.7992,0.6555,Bhayanaka
0.1411,4.7498,33.41,0.0126,62.604,0.1963,Hasya
-1.0903,77.9292,32.072,0.0108,63.6566,1.9585,Bhayanaka
0.0637,5.494,32.752,0.0178,64.9178,0.2815,Hasya
0.7005,45.573,32.152,0.0087,63.7961,0.9594,Bhayanaka
-0.3132,13.9589,34.344,0.0136,63.2788,0.0784,Hasya
0.7754,46.3431,32.794,0.008,64.5463,0.3187,Hasya
0.9117,18.9345,33.0075,0.013,65.1654,2.7334,Hasya
0.4882,36.7664,35.024,0.012,62.6226,0.5612,Hasya
-0.0019,2.6779,30.678,0.0098,62.4378,0.5465,Bhayanaka
-0.0406,4.8169,30.154,0.015,62.547,0.2997,Hasya
4.0821,84.5389,34.976,0.0143,63.1494,0.4544,Hasya
-0.3412,20.5116,32.957,0.0158,62.8453,0.3012,Bhayanaka
-0.7995,34.2598,33.322,0.0098,63.2089,0.3833,Shanta
-0.4876,8.8837,33.627,0.0071,63.1872,0.2692,Shanta
0.2663,27.6436,32.276,0.0191,65.0862,0.6186,Shanta
-0.6758,32.856,33.778,0.0098,63.2107,0.4146,Shanta
0.8496,30.91,32.536,0.0092,62.9126,0.8182,Bhayanaka
0.0333,16.861,32.91,0.0155,62.9634,2.063,Bhayanaka
0.4028,30.6827,33.07,0.0,64.321,0.6071,Shanta
0.0346,6.8141,30.306,0.008,62.5045,0.2615,Shanta
0.4788,14.0779,32.852,0.0147,62.9011,1.9252,Bhayanaka
-0.2256,8.3804,33.132,0.0178,62.8212,0.157,Bhayanaka
0.1552,7.185,31.902,0.0098,64.5513,0.3972,Hasya
-0.0483,7.0131,32.77,0.0,62.9035,0.1741,Shanta
-0.0293,5.2497,29.975,0.0087,62.4822,0.2919,Shanta
0.5384,10.1177,32.2465,0.0153,64.3052,0.5237,Bhayanaka
-1.9645,39.8259,33.004,0.0136,63.3544,4.0059,Bhayanaka
1.4292,78.9655,32.152,0.004,65.6119,3.5338,Bhayanaka
-0.197,10.1384,31.901,0.0099,64.5284,0.3631,Hasya
0.3024,27.4441,29.406,0.008,63.4189,3.7132,Shanta
-0.0114,2.6245,32.586,0.015,65.5372,0.7278,Bhayanaka
-0.2473,17.1381,30.108,0.0125,62.8979,0.5093,Bhayanaka
-0.9446,70.3995,33.594,0.012,62.8015,3.0475,Shanta
5.6761,136.8791,34.13,0.0126,62.489,0.5932,Bhayanaka
-0.5013,8.2673,32.047,0.0145,64.8971,0.5223,Bhayanaka
0.219,30.1857,31.722,0.0098,62.545,0.9126,Hasya
-0.8583,31.9509,33.066,0.0174,64.3945,0.4008,Shanta
0.0453,4.1045,32.428,0.0108,62.441,0.1941,Hasya
0.5838,9.7847,31.188,0.0108,63.074,0.073,Hasya
-0.7988,36.8029,32.673,0.0095,66.5146,9.7422,Bhayanaka
-0.1075,18.3489,34.993,0.0046,62.6247,0.6575,Hasya
0.8368,56.1911,32.95,0.0126,65.6637,12.7712,Bhayanaka
0.0122,5.0152,30.476,0.0111,62.9131,0.0792,Hasya
0.2078,8.7108,33.298,0.0098,62.9292,0.6321,Bhayanaka
4.3366,69.9816,34.608,0.0125,63.3917,0.0455,Hasya
-0.9439,54.1441,32.766,0.012,64.1118,0.3532,Hasya
-0.4235,14.8872,32.28,0.01,64.8768,4.1048,Bhayanaka
0.2615,8.2588,34.596,0.0211,62.7694,0.0,Shanta
0.1235,20.9016,32.726,0.008,62.858,0.4585,Bhayanaka
-0.4591,28.0368,33.422,0.0098,63.0792,0.2249,Hasya
0.1969,10.525,31.722,0.016,62.3361,0.2358,Hasya
-0.194,7.2342,29.994,0.008,62.8685,0.3071,Shanta
-0.1203,19.4497,34.994,0.0049,62.6695,0.484,Hasya
0.1387,4.1592,30.325,0.0087,62.9206,0.3123,Hasya
1.0291,33.0529,31.79,0.0126,66.345,8.2189,Hasya
-0.6689,34.9365,33.61,0.0,63.0854,0.7256,Shanta
-0.2821,13.8002,32.395,0.0199,64.3474,0.2586,Shanta
0.2362,21.3506,32.927,0.0095,62.9451,0.4089,Bhayanaka
0.5421,20.481,33.41,0.0,65.1843,0.3398,Shanta
0.1006,21.4175,35.012,0.0147,62.9092,5.5632,Hasya
-0.0938,4.0207,30.483,0.0095,63.3399,0.158,Hasya
0.7715,15.9262,32.842,0.0098,63.0558,0.3038,Bhayanaka
-3.6568,53.6112,33.148,0.0098,63.052,8.3738,Bhayanaka
0.0627,20.6101,34.244,0.0092,63.1449,0.2768,Shanta
0.1862,19.7036,32.98,0.01,63.1201,1.4976,Bhayanaka
1.6495,34.0814,32.088,0.0087,64.7491,0.5386,Shanta
0.7962,18.2047,33.534,0.008,62.9832,0.3711,Hasya
0.3646,77.4012,33.925,0.0087,63.6037,3.9037,Shanta
-1.7583,24.0062,30.206,0.008,63.8829,0.2546,Shanta
2.8112,68.525,30.282,0.0098,67.8952,14.2452,Bhayanaka
-0.0378,7.7459,29.394,0.008,63.1175,0.2213,Shanta
-1.0753,30.1027,33.49,0.0,62.9905,0.3192,Hasya
1.2962,23.8559,31.866,0.0174,63.0888,0.2966,Shanta
-0.0888,27.2925,35.028,0.016,62.6021,0.3032,Hasya
-0.0144,20.6703,34.206,0.0224,63.2406,1.5243,Hasya
-0.0745,19.2517,31.126,0.008,63.238,5.182,Bhayanaka
0.0142,49.3722,32.538,0.0133,64.6235,2.0947,Bhayanaka
-0.3813,6.7216,33.102,0.0098,62.8854,0.1454,Hasya
0.3444,52.2144,32.738,0.0133,64.2275,0.1428,Hasya
-0.3975,18.9947,33.412,0.014,63.3252,0.0416,Hasya
-1.2476,30.4345,34.57,0.0126,63.0092,0.379,Shanta
-0.7601,26.5686,31.176,0.0092,63.0646,0.1209,Shanta
-0.2591,7.2841,31.982,0.0098,64.2851,0.3661,Hasya
0.4182,11.1922,32.614,0.008,62.8769,0.2841,Shanta
-0.3363,11.0769,33.642,0.0098,63.603,0.3185,Shanta
-0.2406,18.2063,33.494,0.0049,62.7491,0.3378,Bhayanaka
0.9396,68.7782,33.016,0.0206,64.0133,13.5119,Bhayanaka
2.4255,63.3159,33.132,0.006,64.1799,14.0494,Bhayanaka
-0.0325,7.2794,30.266,0.015,62.8674,0.1228,Shanta
-4.172,93.1132,33.822,0.0147,63.1622,4.4944,Bhayanaka
0.4085,22.5847,33.79,0.0,63.1078,0.2689,Shanta
-1.0305,33.0191,34.814,0.008,63.1658,0.2558,Shanta
-0.5082,15.0144,32.498,0.004,64.4601,0.3654,Shanta
0.5943,285.3223,35.101,0.0099,63.1567,0.4481,Shanta
-0.583,16.3656,34.045,0.0188,63.2099,0.3746,Hasya
0.0455,5.3227,30.388,0.0087,63.3571,0.0769,Hasya
0.4284,7.0223,29.965,0.0087,62.4457,0.3603,Shanta
0.8937,71.831,34.094,0.008,62.8527,2.6301,Bhayanaka
-0.0991,3.1158,29.99,0.0179,62.7051,0.1606,Hasya
-0.0325,33.4557,32.574,0.015,62.8694,0.4568,Bhayanaka
-0.0931,5.459,33.144,0.012,62.7569,0.0773,Hasya
0.1933,173.2888,32.314,0.008,62.9714,4.169,Hasya
-0.4278,9.486,31.965,0.0087,64.4568,0.2514,Hasya
1.2692,40.2415,33.67,0.01,63.1612,0.5232,Shanta
0.1037,20.9426,33.056,0.0156,65.1804,0.9392,Shanta
-0.1237,3.7838,31.122,0.016,62.3392,0.9749,Bhayanaka
0.1387,16.811,34.462,0.016,63.1633,0.1547,Shanta
0.0524,36.9393,32.79,0.0155,62.9009,0.5739,Bhayanaka
2.6769,79.7647,33.758,0.0098,62.9804,0.8412,Bhayanaka
-0.0105,3.0451,32.726,0.008,65.5396,1.2727,Bhayanaka
0.0404,7.4171,29.974,0.008,62.6831,0.4529,Shanta
1.2454,19.05,35.838,0.016,63.5722,3.8626,Shanta
-3.0045,38.3277,30.778,0.0204,63.8543,2.0396,Shanta
-0.498,22.1253,30.003,0.0095,62.5988,0.7149,Shanta
-0.0241,4.1598,33.154,0.012,63.1966,0.6737,Bhayanaka
0.3179,6.4808,30.822,0.0183,64.4928,0.3225,Hasya
3.43,105.9725,34.08,0.01,63.4831,5.9185,Bhayanaka
-1.1218,35.1774,34.778,0.0133,63.137,0.0685,Shanta
0.7664,36.4066,33.532,0.006,63.2017,1.7428,Hasya
-0.0465,12.1959,33.0075,0.013,63.9924,0.4978,Bhayanaka
0.0295,19.0821,32.865,0.018,63.0272,0.1226,Shanta
-0.028,10.4451,31.694,0.008,62.9664,0.4822,Hasya
-2.4245,64.0963,32.72,0.01,63.5049,13.3096,Bhayanaka
-0.1245,3.3446,31.502,0.0098,65.4944,0.5267,Shanta
0.1193,12.4884,33.313,0.0095,62.8827,0.3569,Shanta
0.1993,7.4904,32.3345,0.005,63.9375,0.2968,Shanta
1.7964,75.9349,33.525,0.018,62.8519,2.2873,Bhayanaka
0.0592,7.9051,30.186,0.008,62.6434,0.4495,Bhayanaka
-0.3701,3.4458,30.89,0.0126,62.3939,0.6943,Bhayanaka
0.5571,79.1388,32.67,0.01,65.1391,4.9239,Bhayanaka
0.0173,22.12,30.856,0.0128,62.2332,3.218,Hasya
0.211,17.7742,34.932,0.0108,62.6571,0.717,Hasya
0.0857,8.8831,32.084,0.0156,63.7136,1.2845,Bhayanaka
0.9599,14.7249,34.047,0.0158,63.1926,0.2536,Hasya
-0.1824,13.2854,31.638,0.0098,62.927,0.4567,Hasya
0.2561,3.4886,29.97,0.0126,62.7523,0.3822,Hasya
-0.5781,25.1326,34.776,0.0128,63.2383,0.3467,Shanta
-0.1184,15.2911,34.394,0.015,63.186,0.3567,Hasya
-0.2085,20.5985,33.668,0.0098,62.6029,0.4065,Shanta
-0.4192,19.2822,34.098,0.0098,64.3165,0.2581,Shanta
-0.4078,8.2251,29.946,0.015,62.8842,0.0724,Shanta
0.1536,12.4838,32.349,0.0192,64.2673,0.3828,Hasya
-1.0254,120.0414,32.584,0.0092,64.1881,15.2419,Bhayanaka
-0.608,32.7859,33.054,0.008,64.6703,0.3199,Shanta
-0.1788,29.0845,32.76,0.01,63.0938,0.6114,Bhayanaka
-0.8598,19.9516,33.41,0.0,65.1671,0.3397,Shanta
0.2326,8.9023,30.848,0.0108,64.0519,0.4568,Hasya
-1.2227,45.0721,33.462,0.0098,68.4188,21.8704,Bhayanaka
1.8345,109.4187,34.062,0.0098,62.914,2.0698,Bhayanaka
0.7672,27.0204,34.028,0.016,63.6695,1.922,Hasya
0.1446,10.0103,32.792,0.0108,64.4249,0.2919,Shanta
1.6213,29.2141,30.842,0.0098,63.0463,2.3976,Shanta
-0.1715,4.801,30.267,0.0071,62.8916,0.2602,Hasya
0.9451,106.7113,34.991,0.0158,62.4468,1.1254,Hasya
0.0509,8.523,31.094,0.015,62.5988,3.0981,Bhayanaka
-0.5219,17.3691,31.486,0.008,65.4043,0.4342,Shanta
0.2362,34.1557,32.704,0.012,62.8764,1.1434,Bhayanaka
-0.0513,3.9204,30.89,0.0126,62.4223,0.6754,Bhayanaka
0.3815,57.1298,33.666,0.012,63.908,6.8611,Bhayanaka
-1.0092,31.5614,32.984,0.012,64.4829,0.4719,Shanta
-0.758,40.4159,34.992,0.004,62.4874,0.4576,Hasya
-1.0236,17.8812,31.79,0.0126,62.5875,0.5652,Hasya
-0.6188,15.2444,34.045,0.0087,63.1771,0.4652,Hasya
-0.0546,2.2679,30.886,0.015,62.4047,0.6785,Bhayanaka
-0.1013,8.0877,33.583,0.0095,63.3327,0.3227,Shanta
0.6725,135.3035,30.149,0.0134,63.2553,5.2141,Bhayanaka
0.0884,4.8165,30.054,0.015,63.0138,0.1282,Shanta
-0.0059,4.4842,30.492,0.0166,65.4702,0.1025,Shanta
0.5375,36.2219,33.402,0.0098,64.6682,3.0679,Shanta
0.0087,4.3245,30.046,0.015,62.9747,0.1314,Shanta
0.3086,5.4836,33.136,0.0092,63.8209,0.1919,Shanta
0.8811,25.9275,33.486,0.0111,63.0555,0.0,Hasya
-1.3395,70.3796,29.885,0.0166,62.5235,0.3283,Shanta
1.7357,27.8733,33.53,0.0,63.2954,0.1983,Hasya
-0.028,4.3608,32.323,0.0135,62.4267,0.3476,Hasya
0.0492,18.9773,30.89,0.0,62.4925,0.5284,Hasya
-0.1187,18.3504,31.746,0.015,62.5054,0.5253,Hasya
2.3013,31.7201,32.972,0.014,63.0058,2.0803,Bhayanaka
2.0441,43.6407,32.834,0.0049,65.2868,4.5698,Shanta
1.0745,68.1522,34.6575,0.007,63.3765,0.0504,Hasya
-0.5232,43.3555,35.698,0.0147,63.1912,2.1162,Shanta
1.6481,35.9473,34.118,0.0098,64.155,0.4532,Shanta
-0.2545,14.0771,34.108,0.0087,63.3755,0.1632,Hasya
-0.2285,6.3071,33.05,0.0179,62.9172,0.2209,Hasya
-0.2353,7.2926,32.386,0.008,62.4727,0.272,Hasya
3.9703,70.905,32.444,0.0092,64.4213,1.0749,Bhayanaka
-0.1124,7.5803,30.544,0.0092,65.5373,0.0967,Shanta
-0.0808,4.9081,29.918,0.0098,62.8257,0.4876,Hasya
-1.0464,21.8495,31.666,0.008,62.9387,0.4209,Hasya
-0.7132,20.8853,34.438,0.0204,64.566,0.2101,Shanta
-0.3326,11.3304,35.627,0.0145,63.1183,0.2748,Shanta
0.3203,3.8876,31.13,0.0,62.5144,2.4261,Bhayanaka
-0.4766,11.4671,31.714,0.008,62.9137,0.4678,Hasya
0.1217,4.3792,32.775,0.0153,64.9517,0.3619,Hasya
-0.3913,50.1837,33.098,0.0098,64.592,16.2776,Bhayanaka
0.0582,10.866,31.086,0.0174,63.2299,0.025,Hasya
4.6088,62.0848,34.742,0.0098,62.5115,4.0491,Shanta
-3.1919,134.4432,32.655,0.0092,64.2299,13.1161,Bhayanaka
-0.7305,49.3702,32.642,0.0098,64.7759,12.0005,Bhayanaka
-0.3513,6.3428,31.92,0.01,64.6432,0.3707,Bhayanaka
1.5775,85.9782,32.502,0.0147,65.4005,3.9752,Bhayanaka
2.3238,50.3547,32.77,0.0,64.1404,0.1405,Hasya
2.2048,39.5378,34.378,0.0098,64.0206,0.1686,Shanta
-1.4031,23.7135,34.09,0.0179,64.988,0.0862,Shanta
-0.1696,11.8706,29.509,0.0044,62.8791,0.2527,Shanta
2.2344,101.3712,35.834,0.0196,64.2872,7.0848,Shanta
1.041,28.6586,32.402,0.016,64.3511,4.9103,Hasya
-1.7334,24.0396,30.178,0.0098,62.8564,3.4303,Hasya
6.1554,113.7086,34.082,0.0098,62.8166,1.9609,Bhayanaka
0.722,9.0462,32.341,0.0104,62.8765,0.2915,Hasya
0.7862,16.2618,29.41,0.0126,63.2686,1.5834,Shanta
-0.357,10.6774,31.951,0.0134,64.419,0.4579,Hasya
0.573,8.9598,32.782,0.016,62.9235,0.4032,Shanta
0.1982,4.2031,32.786,0.008,64.9684,0.3474,Hasya
0.7743,104.4478,34.458,0.0098,63.1539,0.1561,Hasya
-0.3388,19.2996,33.302,0.016,63.0105,0.3961,Shanta
-0.5419,20.3449,35.75,0.0126,63.0781,0.3849,Shanta
0.4383,16.5348,30.022,0.0098,62.8261,0.5352,Bhayanaka
0.0493,16.8722,32.668,0.0098,62.9099,0.5548,Bhayanaka
-0.2177,11.5102,30.59,0.0126,62.6548,0.3541,Shanta
0.6011,106.2796,33.0205,0.0199,65.1274,2.3355,Hasya
-1.7662,137.7818,29.942,0.0098,62.8771,3.9826,Hasya
-0.1033,9.3067,29.782,0.0098,62.7854,0.2965,Shanta
0.0994,9.9785,31.15,0.0179,63.4587,0.3088,Hasya
0.1447,80.7498,32.744,0.0092,64.0877,6.2154,Bhayanaka
4.3516,61.8944,32.726,0.008,64.1051,0.032,Hasya
5.0064,137.6339,34.986,0.008,62.8239,1.0836,Hasya
-1.4779,147.4747,35.148,0.0098,63.2976,0.4203,Shanta
1.0766,32.2521,33.931,0.0173,62.9593,1.4521,Bhayanaka
-0.3546,14.4525,34.3365,0.0048,63.1734,0.1756,Shanta
0.0403,3.5067,30.162,0.0098,62.7961,0.4602,Shanta
-6.0373,130.8214,33.293,0.0193,63.0576,2.0672,Bhayanaka
0.1363,5.9447,31.964,0.018,64.6303,0.4605,Bhayanaka
-0.137,24.1522,34.394,0.015,63.6405,3.2936,Shanta
-0.5724,48.7154,32.995,0.005,62.5747,2.018,Bhayanaka
-0.0869,6.852,30.958,0.016,64.0652,0.5467,Hasya
-0.0984,10.964,35.77,0.0126,63.409,0.3311,Shanta
-0.2518,5.2321,31.927,0.0145,64.5209,0.4071,Hasya
-0.0744,5.0113,30.47,0.0,65.3964,0.0554,Shanta
-0.2124,20.224,33.527,0.009,62.9372,0.4013,Hasya
0.1413,7.029,33.086,0.015,62.6154,0.3732,Hasya
-0.808,25.1756,34.33,0.011,63.1065,2.1235,Hasya
-0.5944,91.354,33.958,0.0098,63.7981,8.8829,Bhayanaka
1.4808,24.3336,35.4995,0.0022,63.2219,0.248,Shanta
-0.1501,6.7117,31.946,0.008,64.5991,0.4619,Bhayanaka
-1.5155,64.7362,29.966,0.008,63.6094,6.907,Shanta
0.3135,16.0647,33.34,0.0,63.1212,0.1863,Shanta
3.1354,113.8939,32.426,0.015,63.4462,1.5663,Bhayanaka
-0.4013,19.6697,33.4,0.01,63.3295,0.04,Hasya
2.0509,27.3336,33.774,0.008,64.393,0.2907,Shanta
-1.1697,132.318,33.793,0.0071,62.8796,0.6465,Bhayanaka
-0.264,17.3947,31.638,0.0098,62.8963,0.1492,Shanta
-1.3244,31.9177,32.964,0.0092,64.3678,0.4155,Shanta
-0.4778,18.9923,30.789,0.0173,63.5563,0.3447,Shanta
0.6558,42.7699,33.458,0.0098,67.4704,19.1826,Bhayanaka
-0.5674,22.1389,33.639,0.0099,62.508,0.6167,Bhayanaka
-0.4174,19.8991,33.064,0.0092,64.9066,0.5576,Shanta
-0.0979,15.3686,32.406,0.012,63.2399,4.8345,Hasya
0.1011,13.8271,31.938,0.0133,63.128,0.4228,Shanta
-0.1028,5.6096,30.082,0.0483,63.6039,0.3112,Shanta
-0.1235,12.9875,32.36,0.0155,64.9131,1.9275,Bhayanaka
-0.3028,7.8879,32.6525,0.007,64.1268,0.3787,Bhayanaka
1.3818,190.6579,32.334,0.0049,62.6013,1.2236,Hasya
-1.6994,71.4356,29.779,0.0099,63.6612,8.7316,Shanta
-0.1127,17.1389,34.995,0.0163,62.6207,0.236,Hasya
0.0597,9.5288,31.726,0.008,62.9826,0.4699,Hasya
0.8066,30.5402,34.792,0.014,63.1387,0.2176,Shanta
-3.4068,25.6537,32.313,0.009,62.5863,0.7009,Hasya
-2.0431,114.0968,34.948,0.0125,63.0287,0.1565,Hasya
-0.1473,11.4289,31.148,0.006,63.4152,0.3351,Hasya
0.179,5.2301,29.739,0.0195,62.8553,0.471,Shanta
-0.3723,33.5948,33.558,0.0098,67.0089,15.3934,Bhayanaka
-0.4862,10.3152,33.326,0.008,62.8411,0.0,Shanta
0.0897,19.8982,33.958,0.0098,63.055,0.3116,Shanta
-0.0175,15.7668,31.9945,0.005,64.2694,0.38,Hasya
1.2539,55.5877,34.754,0.0174,63.6686,1.6817,Shanta
-0.1983,5.2004,32.412,0.0108,62.6528,0.1354,Hasya
-0.157,12.8274,31.216,0.0092,63.1154,0.1401,Hasya
-0.0847,5.829,33.41,0.0126,62.6594,0.2957,Hasya
0.9997,12.3969,30.465,0.014,63.8356,7.2198,Hasya
6.9547,79.2511,29.657,0.0095,62.9517,3.0345,Shanta
0.1711,18.0458,32.778,0.016,65.4997,5.5301,Bhayanaka
0.1145,24.8655,31.856,0.0092,63.1192,0.2928,Shanta
0.1598,35.0011,33.201,0.0221,63.0579,4.0175,Bhayanaka
-0.1363,20.6287,33.169,0.0114,62.3433,0.8162,Shanta
0.2765,38.0799,34.078,0.0098,64.7203,0.8395,Shanta
-0.1507,11.0413,31.214,0.0174,63.0632,0.1003,Hasya
1.1192,55.6431,34.446,0.015,63.4234,0.0121,Hasya
0.8992,25.1639,31.722,0.016,62.6284,0.4512,Hasya
0.0121,3.0689,32.48,0.0161,64.7438,1.8527,Bhayanaka
0.1546,6.6956,32.354,0.018,64.0975,0.2852,Shanta
1.2828,49.2637,34.394,0.0196,62.9729,2.6059,Hasya
0.1217,9.0376,31.074,0.008,63.0522,1.7497,Bhayanaka
-0.0717,5.1972,30.215,0.0087,63.0635,0.0,Hasya
-0.6474,51.9822,32.738,0.0098,64.2689,0.1421,Hasya
-0.2227,6.4321,32.888,0.006,62.8672,0.4625,Bhayanaka
0.0808,11.7353,30.002,0.0098,62.7709,0.3218,Bhayanaka
1.3535,26.6979,32.822,0.0125,62.8885,1.0892,Bhayanaka
0.1201,27.7676,33.614,0.008,62.6647,0.7114,Bhayanaka
-2.8141,43.3212,30.874,0.015,62.3513,0.6892,Bhayanaka
1.8627,25.8422,32.823,0.011,62.9265,1.5991,Bhayanaka
0.2371,24.3488,32.602,0.016,62.9177,0.6783,Bhayanaka
-0.3794,7.0771,30.489,0.0313,63.5664,0.3485,Shanta
-4.4738,79.3701,32.715,0.015,63.3626,12.7476,Bhayanaka
-0.1983,14.6868,35.236,0.0111,63.3417,0.4558,Shanta
-0.2518,23.6347,34.898,0.016,62.5958,0.5849,Hasya
-0.3062,186.6065,33.63,0.0126,62.9178,1.3382,Bhayanaka
-0.0245,26.6668,30.002,0.0098,62.8793,0.4841,Hasya
0.8416,28.364,32.826,0.008,62.8607,0.5525,Bhayanaka
-0.4094,15.9865,32.339,0.003,62.7195,0.2361,Hasya
-2.2242,30.7894,33.068,0.0108,64.4778,0.3973,Shanta
-0.4986,32.8918,32.77,0.0126,65.8071,8.2326,Bhayanaka
-1.5676,30.5317,33.278,0.0098,62.7619,2.4462,Bhayanaka
-0.4043,37.7329,33.962,0.0098,63.7011,10.2416,Bhayanaka
-0.3712,10.4373,33.336,0.0049,63.0489,0.2969,Shanta
0.2801,20.5845,31.634,0.015,62.8426,0.1213,Shanta
-1.9809,83.7225,32.442,0.0133,64.4535,0.6063,Bhayanaka
0.1699,6.4688,32.5165,0.0149,64.8436,0.4464,Shanta
-0.0454,15.3085,33.96,0.01,62.864,0.4267,Shanta
0.5856,21.4203,33.65,0.011,63.4786,0.414,Shanta
-0.0156,14.6797,31.72,0.0161,62.851,0.3904,Shanta
0.1377,13.5691,34.012,0.0147,62.8206,0.4337,Bhayanaka
0.1631,5.7125,30.816,0.0128,64.45,0.342,Hasya
0.1351,15.8511,34.126,0.015,63.3766,0.1913,Hasya
-0.8584,15.7842,33.018,0.0147,63.1819,0.45,Bhayanaka
0.2486,52.8798,29.97,0.0126,62.6743,1.7454,Hasya
-4.3034,131.1911,34.948,0.006,62.4105,0.532,Hasya
-1.9376,39.3857,33.622,0.0098,63.0101,1.3401,Shanta
0.8574,96.3086,34.887,0.0145,63.0418,0.1742,Hasya
-7.4066,58.4479,34.038,0.0183,62.9361,0.7568,Bhayanaka
0.1923,16.5667,31.984,0.0174,64.6058,0.3351,Hasya
-0.5672,7.3587,32.76,0.01,62.8907,0.2167,Shanta
0.1703,3.8578,31.924,0.0201,64.5605,0.4825,Bhayanaka
0.1107,9.8622,31.698,0.0098,62.8907,0.4508,Hasya
-0.9126,26.4952,31.94,0.01,63.194,0.4237,Shanta
-0.2017,37.6349,32.974,0.008,65.3795,12.7317,Hasya
2.6943,40.8424,32.97,0.0155,62.9253,0.4814,Bhayanaka
-0.1602,10.4416,30.85,0.02,64.0178,0.4324,Hasya
-0.3905,40.0559,34.859,0.0161,63.3487,0.0475,Hasya
2.3365,62.812,34.087,0.0071,63.3844,3.1243,Bhayanaka
0.0204,5.2632,33.142,0.016,63.8122,0.0,Shanta
-0.1589,38.21,33.102,0.0183,62.8034,1.1904,Bhayanaka
-0.6294,49.9184,32.058,0.0098,64.5052,1.4116,Bhayanaka
